feature,importance,fold
PREV_CHANNEL_TYPE_Channelofcorporatesales_MEAN,50,1
PREV_CHANNEL_TYPE_Contactcenter_MEAN,33,1
PREV_CHANNEL_TYPE_Countrywide_MEAN,92,1
PREV_CHANNEL_TYPE_Creditandcashoffices_MEAN,94,1
PREV_CHANNEL_TYPE_RegionalLocal_MEAN,24,1
PREV_CHANNEL_TYPE_Stone_MEAN,68,1
PREV_CHANNEL_TYPE_nan_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_Autotechnology_MEAN,3,1
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,20,1
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,64,1
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,22,1
PREV_NAME_SELLER_INDUSTRY_Consumerelectronics_MEAN,59,1
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,17,1
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,10,1
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_MLMpartners_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,31,1
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,1
PREV_NAME_YIELD_GROUP_XNA_MEAN,92,1
PREV_NAME_YIELD_GROUP_high_MEAN,160,1
PREV_NAME_YIELD_GROUP_low_action_MEAN,98,1
PREV_NAME_YIELD_GROUP_low_normal_MEAN,96,1
PREV_NAME_YIELD_GROUP_middle_MEAN,119,1
PREV_NAME_YIELD_GROUP_nan_MEAN,0,1
PREV_PRODUCT_COMBINATION_CardStreet_MEAN,26,1
PREV_PRODUCT_COMBINATION_CardXSell_MEAN,27,1
PREV_PRODUCT_COMBINATION_Cash_MEAN,33,1
PREV_PRODUCT_COMBINATION_CashStreethigh_MEAN,27,1
PREV_PRODUCT_COMBINATION_CashStreetlow_MEAN,73,1
PREV_PRODUCT_COMBINATION_CashStreetmiddle_MEAN,24,1
PREV_PRODUCT_COMBINATION_CashXSellhigh_MEAN,69,1
PREV_PRODUCT_COMBINATION_CashXSelllow_MEAN,96,1
PREV_PRODUCT_COMBINATION_CashXSellmiddle_MEAN,52,1
PREV_PRODUCT_COMBINATION_POShouseholdwithinterest_MEAN,65,1
PREV_PRODUCT_COMBINATION_POShouseholdwithoutinterest_MEAN,13,1
PREV_PRODUCT_COMBINATION_POSindustrywithinterest_MEAN,32,1
PREV_PRODUCT_COMBINATION_POSindustrywithoutinterest_MEAN,16,1
PREV_PRODUCT_COMBINATION_POSmobilewithinterest_MEAN,55,1
PREV_PRODUCT_COMBINATION_POSmobilewithoutinterest_MEAN,9,1
PREV_PRODUCT_COMBINATION_POSotherwithinterest_MEAN,12,1
PREV_PRODUCT_COMBINATION_POSotherswithoutinterest_MEAN,0,1
PREV_PRODUCT_COMBINATION_nan_MEAN,0,1
APPROVED_AMT_ANNUITY_MIN,137,1
APPROVED_AMT_ANNUITY_MAX,130,1
APPROVED_AMT_ANNUITY_MEAN,174,1
APPROVED_AMT_APPLICATION_MIN,84,1
APPROVED_AMT_APPLICATION_MAX,67,1
APPROVED_AMT_APPLICATION_MEAN,48,1
APPROVED_AMT_CREDIT_MIN,128,1
APPROVED_AMT_CREDIT_MAX,142,1
APPROVED_AMT_CREDIT_MEAN,70,1
APPROVED_APP_CREDIT_PERC_MIN,113,1
APPROVED_APP_CREDIT_PERC_MAX,95,1
APPROVED_APP_CREDIT_PERC_MEAN,124,1
APPROVED_APP_CREDIT_PERC_VAR,144,1
APPROVED_AMT_DOWN_PAYMENT_MIN,51,1
APPROVED_AMT_DOWN_PAYMENT_MAX,167,1
APPROVED_AMT_DOWN_PAYMENT_MEAN,91,1
APPROVED_AMT_GOODS_PRICE_MIN,118,1
APPROVED_AMT_GOODS_PRICE_MAX,43,1
APPROVED_AMT_GOODS_PRICE_MEAN,34,1
APPROVED_HOUR_APPR_PROCESS_START_MIN,45,1
APPROVED_HOUR_APPR_PROCESS_START_MAX,55,1
APPROVED_HOUR_APPR_PROCESS_START_MEAN,102,1
APPROVED_RATE_DOWN_PAYMENT_MIN,58,1
APPROVED_RATE_DOWN_PAYMENT_MAX,84,1
APPROVED_RATE_DOWN_PAYMENT_MEAN,76,1
APPROVED_DAYS_DECISION_MIN,113,1
APPROVED_DAYS_DECISION_MAX,279,1
APPROVED_DAYS_DECISION_MEAN,138,1
APPROVED_CNT_PAYMENT_MEAN,423,1
APPROVED_CNT_PAYMENT_SUM,196,1
REFUSED_AMT_ANNUITY_MIN,83,1
REFUSED_AMT_ANNUITY_MAX,51,1
REFUSED_AMT_ANNUITY_MEAN,72,1
REFUSED_AMT_APPLICATION_MIN,39,1
REFUSED_AMT_APPLICATION_MAX,38,1
REFUSED_AMT_APPLICATION_MEAN,43,1
REFUSED_AMT_CREDIT_MIN,101,1
REFUSED_AMT_CREDIT_MAX,29,1
REFUSED_AMT_CREDIT_MEAN,36,1
REFUSED_APP_CREDIT_PERC_MIN,78,1
REFUSED_APP_CREDIT_PERC_MAX,59,1
REFUSED_APP_CREDIT_PERC_MEAN,90,1
REFUSED_APP_CREDIT_PERC_VAR,60,1
REFUSED_AMT_DOWN_PAYMENT_MIN,12,1
REFUSED_AMT_DOWN_PAYMENT_MAX,23,1
REFUSED_AMT_DOWN_PAYMENT_MEAN,13,1
REFUSED_AMT_GOODS_PRICE_MIN,57,1
REFUSED_AMT_GOODS_PRICE_MAX,31,1
REFUSED_AMT_GOODS_PRICE_MEAN,58,1
REFUSED_HOUR_APPR_PROCESS_START_MIN,41,1
REFUSED_HOUR_APPR_PROCESS_START_MAX,38,1
REFUSED_HOUR_APPR_PROCESS_START_MEAN,81,1
REFUSED_RATE_DOWN_PAYMENT_MIN,11,1
REFUSED_RATE_DOWN_PAYMENT_MAX,10,1
REFUSED_RATE_DOWN_PAYMENT_MEAN,20,1
REFUSED_DAYS_DECISION_MIN,64,1
REFUSED_DAYS_DECISION_MAX,150,1
REFUSED_DAYS_DECISION_MEAN,80,1
REFUSED_CNT_PAYMENT_MEAN,51,1
REFUSED_CNT_PAYMENT_SUM,41,1
POS_MONTHS_BALANCE_MAX,188,1
POS_MONTHS_BALANCE_MEAN,190,1
POS_MONTHS_BALANCE_SIZE,245,1
POS_SK_DPD_MAX,34,1
POS_SK_DPD_MEAN,69,1
POS_SK_DPD_DEF_MAX,72,1
POS_SK_DPD_DEF_MEAN,149,1
POS_NAME_CONTRACT_STATUS_Active_MEAN,203,1
POS_NAME_CONTRACT_STATUS_Amortizeddebt_MEAN,0,1
POS_NAME_CONTRACT_STATUS_Approved_MEAN,0,1
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,1
POS_NAME_CONTRACT_STATUS_Completed_MEAN,154,1
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,1
POS_NAME_CONTRACT_STATUS_Returnedtothestore_MEAN,29,1
POS_NAME_CONTRACT_STATUS_Signed_MEAN,49,1
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,1
POS_NAME_CONTRACT_STATUS_nan_MEAN,0,1
POS_COUNT,14,1
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,87,1
INSTAL_DPD_MAX,57,1
INSTAL_DPD_MEAN,385,1
INSTAL_DPD_SUM,85,1
INSTAL_DBD_MAX,242,1
INSTAL_DBD_MEAN,219,1
INSTAL_DBD_SUM,317,1
INSTAL_PAYMENT_PERC_MAX,7,1
INSTAL_PAYMENT_PERC_MEAN,190,1
INSTAL_PAYMENT_PERC_SUM,99,1
INSTAL_PAYMENT_PERC_VAR,104,1
INSTAL_PAYMENT_DIFF_MAX,180,1
INSTAL_PAYMENT_DIFF_MEAN,172,1
INSTAL_PAYMENT_DIFF_SUM,172,1
INSTAL_PAYMENT_DIFF_VAR,92,1
INSTAL_AMT_INSTALMENT_MAX,185,1
INSTAL_AMT_INSTALMENT_MEAN,84,1
INSTAL_AMT_INSTALMENT_SUM,163,1
INSTAL_AMT_PAYMENT_MIN,262,1
INSTAL_AMT_PAYMENT_MAX,147,1
INSTAL_AMT_PAYMENT_MEAN,163,1
INSTAL_AMT_PAYMENT_SUM,309,1
INSTAL_DAYS_ENTRY_PAYMENT_MAX,405,1
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,197,1
INSTAL_DAYS_ENTRY_PAYMENT_SUM,230,1
INSTAL_COUNT,81,1
CC_MONTHS_BALANCE_MIN,3,1
CC_MONTHS_BALANCE_MAX,3,1
CC_MONTHS_BALANCE_MEAN,10,1
CC_MONTHS_BALANCE_SUM,19,1
CC_MONTHS_BALANCE_VAR,8,1
CC_AMT_BALANCE_MIN,20,1
CC_AMT_BALANCE_MAX,36,1
CC_AMT_BALANCE_MEAN,28,1
CC_AMT_BALANCE_SUM,6,1
CC_AMT_BALANCE_VAR,39,1
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,24,1
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,10,1
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,101,1
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,48,1
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,43,1
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0,1
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,48,1
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,56,1
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,44,1
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,54,1
CC_AMT_DRAWINGS_CURRENT_MIN,18,1
CC_AMT_DRAWINGS_CURRENT_MAX,23,1
CC_AMT_DRAWINGS_CURRENT_MEAN,36,1
CC_AMT_DRAWINGS_CURRENT_SUM,19,1
CC_AMT_DRAWINGS_CURRENT_VAR,28,1
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,1
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,2,1
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,9,1
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,2,1
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,3,1
CC_AMT_DRAWINGS_POS_CURRENT_MIN,5,1
CC_AMT_DRAWINGS_POS_CURRENT_MAX,24,1
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,14,1
CC_AMT_DRAWINGS_POS_CURRENT_SUM,63,1
CC_AMT_DRAWINGS_POS_CURRENT_VAR,23,1
CC_AMT_INST_MIN_REGULARITY_MIN,0,1
CC_AMT_INST_MIN_REGULARITY_MAX,8,1
CC_AMT_INST_MIN_REGULARITY_MEAN,13,1
CC_AMT_INST_MIN_REGULARITY_SUM,41,1
CC_AMT_INST_MIN_REGULARITY_VAR,50,1
CC_AMT_PAYMENT_CURRENT_MIN,30,1
CC_AMT_PAYMENT_CURRENT_MAX,52,1
CC_AMT_PAYMENT_CURRENT_MEAN,97,1
CC_AMT_PAYMENT_CURRENT_SUM,43,1
CC_AMT_PAYMENT_CURRENT_VAR,75,1
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,7,1
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,39,1
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,76,1
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,38,1
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,15,1
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,12,1
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,29,1
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,47,1
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,13,1
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,27,1
CC_AMT_RECIVABLE_MIN,11,1
CC_AMT_RECIVABLE_MAX,35,1
CC_AMT_RECIVABLE_MEAN,28,1
CC_AMT_RECIVABLE_SUM,23,1
CC_AMT_RECIVABLE_VAR,26,1
CC_AMT_TOTAL_RECEIVABLE_MIN,3,1
CC_AMT_TOTAL_RECEIVABLE_MAX,6,1
CC_AMT_TOTAL_RECEIVABLE_MEAN,12,1
CC_AMT_TOTAL_RECEIVABLE_SUM,7,1
CC_AMT_TOTAL_RECEIVABLE_VAR,4,1
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,1
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,11,1
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,195,1
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,19,1
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,97,1
CC_CNT_DRAWINGS_CURRENT_MIN,3,1
CC_CNT_DRAWINGS_CURRENT_MAX,45,1
CC_CNT_DRAWINGS_CURRENT_MEAN,106,1
CC_CNT_DRAWINGS_CURRENT_SUM,30,1
CC_CNT_DRAWINGS_CURRENT_VAR,113,1
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,1
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0,1
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,12,1
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0,1
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,7,1
CC_CNT_DRAWINGS_POS_CURRENT_MIN,21,1
CC_CNT_DRAWINGS_POS_CURRENT_MAX,27,1
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,41,1
CC_CNT_DRAWINGS_POS_CURRENT_SUM,12,1
CC_CNT_DRAWINGS_POS_CURRENT_VAR,24,1
CC_CNT_INSTALMENT_MATURE_CUM_MIN,1,1
CC_CNT_INSTALMENT_MATURE_CUM_MAX,3,1
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,15,1
CC_CNT_INSTALMENT_MATURE_CUM_SUM,4,1
CC_CNT_INSTALMENT_MATURE_CUM_VAR,17,1
CC_SK_DPD_MIN,0,1
CC_SK_DPD_MAX,2,1
CC_SK_DPD_MEAN,4,1
CC_SK_DPD_SUM,8,1
CC_SK_DPD_VAR,19,1
CC_SK_DPD_DEF_MIN,0,1
CC_SK_DPD_DEF_MAX,0,1
CC_SK_DPD_DEF_MEAN,23,1
CC_SK_DPD_DEF_SUM,0,1
CC_SK_DPD_DEF_VAR,18,1
CC_NAME_CONTRACT_STATUS_Active_MIN,0,1
CC_NAME_CONTRACT_STATUS_Active_MAX,0,1
CC_NAME_CONTRACT_STATUS_Active_MEAN,4,1
CC_NAME_CONTRACT_STATUS_Active_SUM,25,1
CC_NAME_CONTRACT_STATUS_Active_VAR,20,1
CC_NAME_CONTRACT_STATUS_Approved_MIN,0,1
CC_NAME_CONTRACT_STATUS_Approved_MAX,0,1
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,1
CC_NAME_CONTRACT_STATUS_Approved_SUM,0,1
CC_NAME_CONTRACT_STATUS_Approved_VAR,0,1
CC_NAME_CONTRACT_STATUS_Completed_MIN,0,1
CC_NAME_CONTRACT_STATUS_Completed_MAX,0,1
CC_NAME_CONTRACT_STATUS_Completed_MEAN,1,1
CC_NAME_CONTRACT_STATUS_Completed_SUM,1,1
CC_NAME_CONTRACT_STATUS_Completed_VAR,0,1
CC_NAME_CONTRACT_STATUS_Demand_MIN,0,1
CC_NAME_CONTRACT_STATUS_Demand_MAX,0,1
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,1
CC_NAME_CONTRACT_STATUS_Demand_SUM,0,1
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,1
CC_NAME_CONTRACT_STATUS_Refused_MIN,0,1
CC_NAME_CONTRACT_STATUS_Refused_MAX,0,1
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,1
CC_NAME_CONTRACT_STATUS_Refused_SUM,0,1
CC_NAME_CONTRACT_STATUS_Refused_VAR,0,1
CC_NAME_CONTRACT_STATUS_Sentproposal_MIN,0,1
CC_NAME_CONTRACT_STATUS_Sentproposal_MAX,0,1
CC_NAME_CONTRACT_STATUS_Sentproposal_MEAN,0,1
CC_NAME_CONTRACT_STATUS_Sentproposal_SUM,0,1
CC_NAME_CONTRACT_STATUS_Sentproposal_VAR,0,1
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,1
CC_NAME_CONTRACT_STATUS_Signed_MAX,0,1
CC_NAME_CONTRACT_STATUS_Signed_MEAN,1,1
CC_NAME_CONTRACT_STATUS_Signed_SUM,0,1
CC_NAME_CONTRACT_STATUS_Signed_VAR,10,1
CC_NAME_CONTRACT_STATUS_nan_MIN,0,1
CC_NAME_CONTRACT_STATUS_nan_MAX,0,1
CC_NAME_CONTRACT_STATUS_nan_MEAN,0,1
CC_NAME_CONTRACT_STATUS_nan_SUM,0,1
CC_NAME_CONTRACT_STATUS_nan_VAR,0,1
CC_COUNT,0,1
CODE_GENDER,196,2
FLAG_OWN_CAR,7,2
FLAG_OWN_REALTY,11,2
CNT_CHILDREN,9,2
AMT_INCOME_TOTAL,181,2
AMT_CREDIT,355,2
AMT_ANNUITY,587,2
AMT_GOODS_PRICE,337,2
REGION_POPULATION_RELATIVE,348,2
DAYS_BIRTH,754,2
DAYS_EMPLOYED,584,2
DAYS_REGISTRATION,432,2
DAYS_ID_PUBLISH,457,2
OWN_CAR_AGE,311,2
FLAG_MOBIL,0,2
FLAG_EMP_PHONE,0,2
FLAG_WORK_PHONE,75,2
FLAG_CONT_MOBILE,0,2
FLAG_PHONE,33,2
FLAG_EMAIL,3,2
CNT_FAM_MEMBERS,30,2
REGION_RATING_CLIENT,32,2
REGION_RATING_CLIENT_W_CITY,115,2
HOUR_APPR_PROCESS_START,132,2
REG_REGION_NOT_LIVE_REGION,3,2
REG_REGION_NOT_WORK_REGION,16,2
LIVE_REGION_NOT_WORK_REGION,7,2
REG_CITY_NOT_LIVE_CITY,61,2
REG_CITY_NOT_WORK_CITY,9,2
LIVE_CITY_NOT_WORK_CITY,13,2
EXT_SOURCE_1,1069,2
EXT_SOURCE_2,941,2
EXT_SOURCE_3,1007,2
APARTMENTS_AVG,60,2
BASEMENTAREA_AVG,46,2
YEARS_BEGINEXPLUATATION_AVG,62,2
YEARS_BUILD_AVG,30,2
COMMONAREA_AVG,46,2
ELEVATORS_AVG,28,2
ENTRANCES_AVG,30,2
FLOORSMAX_AVG,40,2
FLOORSMIN_AVG,16,2
LANDAREA_AVG,66,2
LIVINGAPARTMENTS_AVG,61,2
LIVINGAREA_AVG,40,2
NONLIVINGAPARTMENTS_AVG,13,2
NONLIVINGAREA_AVG,66,2
APARTMENTS_MODE,90,2
BASEMENTAREA_MODE,43,2
YEARS_BEGINEXPLUATATION_MODE,87,2
YEARS_BUILD_MODE,30,2
COMMONAREA_MODE,39,2
ELEVATORS_MODE,12,2
ENTRANCES_MODE,21,2
FLOORSMAX_MODE,4,2
FLOORSMIN_MODE,25,2
LANDAREA_MODE,76,2
LIVINGAPARTMENTS_MODE,37,2
LIVINGAREA_MODE,65,2
NONLIVINGAPARTMENTS_MODE,10,2
NONLIVINGAREA_MODE,53,2
APARTMENTS_MEDI,73,2
BASEMENTAREA_MEDI,50,2
YEARS_BEGINEXPLUATATION_MEDI,100,2
YEARS_BUILD_MEDI,37,2
COMMONAREA_MEDI,21,2
ELEVATORS_MEDI,9,2
ENTRANCES_MEDI,40,2
FLOORSMAX_MEDI,7,2
FLOORSMIN_MEDI,10,2
LANDAREA_MEDI,66,2
LIVINGAPARTMENTS_MEDI,17,2
LIVINGAREA_MEDI,42,2
NONLIVINGAPARTMENTS_MEDI,16,2
NONLIVINGAREA_MEDI,32,2
TOTALAREA_MODE,117,2
OBS_30_CNT_SOCIAL_CIRCLE,62,2
DEF_30_CNT_SOCIAL_CIRCLE,85,2
OBS_60_CNT_SOCIAL_CIRCLE,62,2
DEF_60_CNT_SOCIAL_CIRCLE,57,2
DAYS_LAST_PHONE_CHANGE,330,2
FLAG_DOCUMENT_2,0,2
FLAG_DOCUMENT_3,74,2
FLAG_DOCUMENT_4,0,2
FLAG_DOCUMENT_5,0,2
FLAG_DOCUMENT_6,4,2
FLAG_DOCUMENT_7,0,2
FLAG_DOCUMENT_8,10,2
FLAG_DOCUMENT_9,0,2
FLAG_DOCUMENT_10,0,2
FLAG_DOCUMENT_11,0,2
FLAG_DOCUMENT_12,0,2
FLAG_DOCUMENT_13,0,2
FLAG_DOCUMENT_14,0,2
FLAG_DOCUMENT_15,0,2
FLAG_DOCUMENT_16,33,2
FLAG_DOCUMENT_17,0,2
FLAG_DOCUMENT_18,55,2
FLAG_DOCUMENT_19,0,2
FLAG_DOCUMENT_20,0,2
FLAG_DOCUMENT_21,0,2
AMT_REQ_CREDIT_BUREAU_HOUR,0,2
AMT_REQ_CREDIT_BUREAU_DAY,6,2
AMT_REQ_CREDIT_BUREAU_WEEK,18,2
AMT_REQ_CREDIT_BUREAU_MON,10,2
AMT_REQ_CREDIT_BUREAU_QRT,67,2
AMT_REQ_CREDIT_BUREAU_YEAR,59,2
NAME_CONTRACT_TYPE_Cashloans,79,2
NAME_CONTRACT_TYPE_Revolvingloans,4,2
NAME_TYPE_SUITE_Children,1,2
NAME_TYPE_SUITE_Family,1,2
NAME_TYPE_SUITE_Groupofpeople,0,2
NAME_TYPE_SUITE_Other_A,0,2
NAME_TYPE_SUITE_Other_B,7,2
NAME_TYPE_SUITE_Spousepartner,14,2
NAME_TYPE_SUITE_Unaccompanied,12,2
NAME_INCOME_TYPE_Businessman,0,2
NAME_INCOME_TYPE_Commercialassociate,24,2
NAME_INCOME_TYPE_Maternityleave,0,2
NAME_INCOME_TYPE_Pensioner,0,2
NAME_INCOME_TYPE_Stateservant,35,2
NAME_INCOME_TYPE_Student,0,2
NAME_INCOME_TYPE_Unemployed,0,2
NAME_INCOME_TYPE_Working,35,2
NAME_EDUCATION_TYPE_Academicdegree,0,2
NAME_EDUCATION_TYPE_Highereducation,79,2
NAME_EDUCATION_TYPE_Incompletehigher,15,2
NAME_EDUCATION_TYPE_Lowersecondary,16,2
NAME_EDUCATION_TYPE_Secondarysecondaryspecial,40,2
NAME_FAMILY_STATUS_Civilmarriage,2,2
NAME_FAMILY_STATUS_Married,140,2
NAME_FAMILY_STATUS_Separated,15,2
NAME_FAMILY_STATUS_Singlenotmarried,11,2
NAME_FAMILY_STATUS_Unknown,0,2
NAME_FAMILY_STATUS_Widow,6,2
NAME_HOUSING_TYPE_Coopapartment,0,2
NAME_HOUSING_TYPE_Houseapartment,27,2
NAME_HOUSING_TYPE_Municipalapartment,22,2
NAME_HOUSING_TYPE_Officeapartment,32,2
NAME_HOUSING_TYPE_Rentedapartment,8,2
NAME_HOUSING_TYPE_Withparents,4,2
OCCUPATION_TYPE_Accountants,19,2
OCCUPATION_TYPE_Cleaningstaff,1,2
OCCUPATION_TYPE_Cookingstaff,0,2
OCCUPATION_TYPE_Corestaff,47,2
OCCUPATION_TYPE_Drivers,35,2
OCCUPATION_TYPE_HRstaff,0,2
OCCUPATION_TYPE_Highskilltechstaff,23,2
OCCUPATION_TYPE_ITstaff,0,2
OCCUPATION_TYPE_Laborers,17,2
OCCUPATION_TYPE_LowskillLaborers,16,2
OCCUPATION_TYPE_Managers,1,2
OCCUPATION_TYPE_Medicinestaff,18,2
OCCUPATION_TYPE_Privateservicestaff,1,2
OCCUPATION_TYPE_Realtyagents,0,2
OCCUPATION_TYPE_Salesstaff,14,2
OCCUPATION_TYPE_Secretaries,0,2
OCCUPATION_TYPE_Securitystaff,4,2
OCCUPATION_TYPE_Waitersbarmenstaff,7,2
WEEKDAY_APPR_PROCESS_START_FRIDAY,10,2
WEEKDAY_APPR_PROCESS_START_MONDAY,22,2
WEEKDAY_APPR_PROCESS_START_SATURDAY,23,2
WEEKDAY_APPR_PROCESS_START_SUNDAY,16,2
WEEKDAY_APPR_PROCESS_START_THURSDAY,7,2
WEEKDAY_APPR_PROCESS_START_TUESDAY,11,2
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,6,2
ORGANIZATION_TYPE_Advertising,0,2
ORGANIZATION_TYPE_Agriculture,0,2
ORGANIZATION_TYPE_Bank,26,2
ORGANIZATION_TYPE_BusinessEntityType1,0,2
ORGANIZATION_TYPE_BusinessEntityType2,0,2
ORGANIZATION_TYPE_BusinessEntityType3,39,2
ORGANIZATION_TYPE_Cleaning,0,2
ORGANIZATION_TYPE_Construction,46,2
ORGANIZATION_TYPE_Culture,0,2
ORGANIZATION_TYPE_Electricity,0,2
ORGANIZATION_TYPE_Emergency,0,2
ORGANIZATION_TYPE_Government,12,2
ORGANIZATION_TYPE_Hotel,10,2
ORGANIZATION_TYPE_Housing,0,2
ORGANIZATION_TYPE_Industrytype1,0,2
ORGANIZATION_TYPE_Industrytype10,0,2
ORGANIZATION_TYPE_Industrytype11,0,2
ORGANIZATION_TYPE_Industrytype12,0,2
ORGANIZATION_TYPE_Industrytype13,0,2
ORGANIZATION_TYPE_Industrytype2,0,2
ORGANIZATION_TYPE_Industrytype3,0,2
ORGANIZATION_TYPE_Industrytype4,0,2
ORGANIZATION_TYPE_Industrytype5,0,2
ORGANIZATION_TYPE_Industrytype6,0,2
ORGANIZATION_TYPE_Industrytype7,0,2
ORGANIZATION_TYPE_Industrytype8,0,2
ORGANIZATION_TYPE_Industrytype9,43,2
ORGANIZATION_TYPE_Insurance,0,2
ORGANIZATION_TYPE_Kindergarten,14,2
ORGANIZATION_TYPE_LegalServices,0,2
ORGANIZATION_TYPE_Medicine,19,2
ORGANIZATION_TYPE_Military,51,2
ORGANIZATION_TYPE_Mobile,0,2
ORGANIZATION_TYPE_Other,1,2
ORGANIZATION_TYPE_Police,20,2
ORGANIZATION_TYPE_Postal,0,2
ORGANIZATION_TYPE_Realtor,0,2
ORGANIZATION_TYPE_Religion,0,2
ORGANIZATION_TYPE_Restaurant,1,2
ORGANIZATION_TYPE_School,36,2
ORGANIZATION_TYPE_Security,0,2
ORGANIZATION_TYPE_SecurityMinistries,24,2
ORGANIZATION_TYPE_Selfemployed,57,2
ORGANIZATION_TYPE_Services,0,2
ORGANIZATION_TYPE_Telecom,0,2
ORGANIZATION_TYPE_Tradetype1,0,2
ORGANIZATION_TYPE_Tradetype2,0,2
ORGANIZATION_TYPE_Tradetype3,10,2
ORGANIZATION_TYPE_Tradetype4,0,2
ORGANIZATION_TYPE_Tradetype5,0,2
ORGANIZATION_TYPE_Tradetype6,0,2
ORGANIZATION_TYPE_Tradetype7,1,2
ORGANIZATION_TYPE_Transporttype1,0,2
ORGANIZATION_TYPE_Transporttype2,0,2
ORGANIZATION_TYPE_Transporttype3,43,2
ORGANIZATION_TYPE_Transporttype4,0,2
ORGANIZATION_TYPE_University,0,2
ORGANIZATION_TYPE_XNA,0,2
FONDKAPREMONT_MODE_notspecified,1,2
FONDKAPREMONT_MODE_orgspecaccount,0,2
FONDKAPREMONT_MODE_regoperaccount,0,2
FONDKAPREMONT_MODE_regoperspecaccount,3,2
HOUSETYPE_MODE_blockofflats,0,2
HOUSETYPE_MODE_specifichousing,1,2
HOUSETYPE_MODE_terracedhouse,0,2
WALLSMATERIAL_MODE_Block,1,2
WALLSMATERIAL_MODE_Mixed,0,2
WALLSMATERIAL_MODE_Monolithic,0,2
WALLSMATERIAL_MODE_Others,8,2
WALLSMATERIAL_MODE_Panel,6,2
WALLSMATERIAL_MODE_Stonebrick,29,2
WALLSMATERIAL_MODE_Wooden,0,2
EMERGENCYSTATE_MODE_No,1,2
EMERGENCYSTATE_MODE_Yes,0,2
DAYS_EMPLOYED_PERC,365,2
INCOME_CREDIT_PERC,244,2
INCOME_PER_PERSON,232,2
ANNUITY_INCOME_PERC,420,2
PAYMENT_RATE,1202,2
BURO_DAYS_CREDIT_MIN,119,2
BURO_DAYS_CREDIT_MAX,261,2
